销售人员	公司名称	联系人	电话	手机	地址	经营产品类别	E-mail	QQ	微信号	备注信息
刘傲	苏比克（福州）药械科技有限公司		0591-22800988-0			医疗器械	1292573316@qq.com			
刘傲	福建省百仕韦医用高分子股份有限公司		0591-83840724-0			医疗器械	bsw@biociv.com			
刘傲	福州百正医药科技有限公司		0591-83265515			医疗器械	fzbzyykj@163.com			
刘傲	沈阳昌泰医疗科技有限公司		400-655-6306 024-86728299 			医疗器械	marketingdepartment@canta.com.cn			
刘傲	福州仟右佑医疗器械有限公司		0591-83700602			医疗器械	fjfzqyy@163.com			
刘傲	福建施可瑞医疗科技股份有限公司	揭业冰	0591-63335588-819			医疗器械	sales@securetw.com			
刘傲	福州巨康医疗科技有限公司	陈德用	0591-83967616			医疗器械	fzjkyl@163.com			
刘傲	福建宏信药业进出口有限公司(经营）		0591-87728061 87727356			医疗器械	hongxin1503@163.com			
刘傲	福州绿帆包装材料有限公司		0591-88020328 			医疗器械	fzlufan@vip.163.com			
刘傲	福建新大陆生物技术股份有限公司		0591-87807898 87278127			医疗器械				
刘傲	福州长庚医疗器械有限公司		0591-87874833-0			医疗器械	sales@cg-medical.com			
刘傲	福建奔驰汽车工业有限公司		0591-22799999-5158			医疗器械	wei.lin@daimler.com			
刘傲	福州健辉医疗设备有限公司（经营）	卞雄	0591-83940891-0			医疗器械	yxq3940891@126.COM			
刘傲	福州迈新生物技术开发有限公司	张云	0591-83732741			医疗器械	info@maxim.com.cn			
刘傲	福州尚源光电技术有限公司		0591-88205560 88205561 	15005091062		医疗器械		1322262781		
刘傲	枫华龙信医疗器材(福建)有限公司		0597-4890656			医疗器械	info@elimedical.cn			
刘傲	莆田市超威电子科技有限公司		0594-3763858 			医疗器械	wjh-mcu@163.com			
刘傲	福建莆田仁德医疗器械厂	黄玉坤	0594-3791888			医疗器械	RDHYD@china.com			
刘傲	福建泉州市飞亚达实业有限公司		0595-22577668-11			医疗器械	cal777789@163.com			
刘傲	三明市和众生物技术有限公司	陈隆玉	0598-8297899			医疗器械	c13906088655@126.com			
刘傲	三明博峰生物科技有限公司		0598-8956005 8956006 8956008 	13950910022		医疗器械	smbfsw@sina.com			
刘傲	三明市安信生物技术有限公司		0598-8277606 8275627  	13850868169		医疗器械				
刘傲	三明市贝真生物科技有限公司		400-004-1158  	18950952881		医疗器械	bzswkj@163.com??	1215404908		
刘傲	厦门倍特尔电子科技有限公司		0592-6537330 			医疗器械	bte_care@hotmail.com			
刘傲	厦门富士乐医疗科技有限公司		0592-7066560			医疗器械	liandy@xmfsl.net			
刘傲	厦门蓝星企业有限公司	铜山	0592-5028170 5028291			医疗器械	bluestarmask@163.com			
刘傲	厦门安氏兄弟科技有限公司	王丰文	0592-6519591			医疗器械	asxdxm@sina.com			
刘傲	厦门鑫康顺医疗科技有限公司		0592-6263841 			医疗器械	leo@nc-mt.com			
刘傲	大博颖精医疗器械有限公司		0592-3759753			医疗器械	db@double-engine.com			
刘傲	厦门科际精密器材有限公司		0592-6379788-304			医疗器械	sales9@koge.com.cn			
刘傲	厦门市鲎试剂实验厂有限公司		0592-6885881-0			医疗器械	sales@houshiji.com			
刘傲	厦门敏生医疗科技有限公司		0592-7612581 7612582  	15880246073		医疗器械	minshengchina@vip.163.com			
刘傲	欧仕达听力科技（厦门）有限公司	陈振强	0592-5610678			医疗器械		525786704		
刘傲	海德星科技有限公司		0592-5708071 			医疗器械	si.zhang@heidstar.com			
刘傲	厦门一正安诺护理用品有限公司		0592-2110600			医疗器械	annoft7@yztgroup.com			
刘傲	厦门市鑫达兴义齿制作有限公司	钟林涛	0592-5556876 5635009			医疗器械	827734560@qq.com	827734560		
刘傲	厦门金升泵电子科技有限公司		0592-7612976-5591			医疗器械	pumtek1@163.com			
刘傲	厦门市仿真美义齿制作有限公司	石小姐	0592-3202026			医疗器械				
刘傲	厦门市波生生物技术有限公司		0592-3961155			医疗器械	info@bosonbio.com			
刘傲	厦门坤锦电子科技有限公司		0592-6216677 			医疗器械	david@conjoin.com.cn			
刘傲	长庚医学科技股份有限公司	何秋风	0592-6099595-3232			医疗器械	cgmc@cgmc-xm.com.cn			
刘傲	厦门市俊坤医疗卫生用品有限公司		0592-5257091 5963936			医疗器械	junkun@fjxmjunkun.com			
刘傲	厦门森洋工贸有限公司		0592-5026096			医疗器械	dh@medicalxm.com			
刘傲	昶邑(廈門)工貿有限公司		0592-6158226-802			医疗器械	info@chongzmedical.com			
刘傲	厦门市兴时代牙科器材有限公司	周明月	0592-5985163 5956163  	13606099365		医疗器械				
刘傲	捷尼亚（厦门）信息科技有限公司		0592-5770420 			医疗器械	jegna@jegna.cn			
刘傲	厦门康美达科技有限公司		0592-6056888 			医疗器械	874624558@qq.com			
刘傲	厦门市佑明医疗器械有限公司		0592-2197823 2083070			医疗器械	xmym@xmyouming.cn			
刘傲	厦门兴东兴业医疗器械贸易有限公司		0592-7034184 			医疗器械	2927146029@qq.com	2927146029		
刘傲	厦门天祚医疗科技有限公司		0592-7238368			医疗器械	zheng@tzmed.com			
刘傲	致微（厦门）仪器有限公司		0592-2615088			医疗器械	sales@zealway.com.cn			
刘傲	厦门康勃医疗科技有限公司		0592-5799319 			医疗器械	sales-compower@cpmedi.com			
刘傲	漳州市奥宇科技有限公司		0596-2130833  13960012950	13779911310		医疗器械	aue@vip.163.com	565723281		
刘傲	漳浦欧莱富康复器材有限公司		0596-3636061-801			医疗器械	sales_su@ortholife-supports.com			
刘傲	漳浦县健德医疗器械有限公司	卢总经理	0596-3112106 3113919 	15159260258		医疗器械	309510543@qq.com			
刘傲	福安市百正生物技术有限公司		18006936618			医疗器械				
刘傲	福鼎市康福医疗器材有限公司	张忠明	0593-7865193			医疗器械				
刘傲	厦门华联电子有限公司		0592-2950777转1599			医疗器械	fuzhijun@xmhl.com.cn			
刘傲	明溪海天蓝波生物技术有限公司		0598-2813289 	13194001968		医疗器械				
刘傲	丽声助听器（福州）有限公司		0591-83519003 83519005 83519006			医疗器械	lisound@lisound.com.cn			
刘傲	福建福缘生物科技有限公司		0591-87386127			医疗器械	flucky@163.com			
刘傲	英科新创（厦门）科技有限公司		0592-6807120			医疗器械				
刘傲	南昌市爱益卫生材料有限公司		0791-85606399 	13807065795		医疗器械	zafa7@163.com			
刘傲	南昌健鹏医用器材有限公司	朱丹妮18679422279	0791-85603988			医疗器械				
刘傲	南昌市惠临医疗器械有限公司		0791-85606506			医疗器械				
刘傲	江西庐乐医疗器械有限公司		0791-85602501 85603619			医疗器械	LL5602500@163.com			
刘傲	南昌市星宇医疗器械有限公司		0791-85602677 	15070946538		医疗器械				
刘傲	江西海福特卫生用品有限公司		0791-85352335 			医疗器械	hft@haifute.cn			
刘傲	江西科美医疗器械集团有限公司		0791-85352308			医疗器械	jxkm5683166@163.com			
刘傲	江西洪达医疗器械集团有限公司		0791-85628888			医疗器械	fpb780308@126.com			
刘傲	江西鹏翔医疗设备集团有限公司		0791-85666788-0			医疗器械	jiangxipengxiang@163.com			
刘傲	江西丹美实业有限公司		0791-85638187 			医疗器械	21772805@qq.com			
刘傲	江西锦胜医疗器械集团有限公司		0791-85630688（总机）85630118			医疗器械	jxjsyl@163.com			
刘傲	南昌翔翊医疗器械有限公司		0791-85638875			医疗器械	ncxangyi@163.com			
刘傲	江西汇贤达医疗设备有限公司		0791-83983668			医疗器械	zhouyhxd@163.com			
刘傲	江西恒生实业有限公司		0791-85620588			医疗器械	10330287@qq.com			
刘傲	江西红新医疗器械集团有限公司		0791-85620878			医疗器械	zgm.138@163.com			
刘傲	江西益康医疗器械集团有限公司		0791-85636891 			医疗器械	jxyikang@vip.163.com			
刘傲	南昌卫材医疗器械有限公司		0791-85632033			医疗器械	ncwscl@163.com			
刘傲	江西省金洹医疗器械股份有限公司		0791-88657482 			医疗器械	jinhuansw@163.com			
刘傲	江西同天乐科技实业有限公司		0791-88161628			医疗器械	498366520@qq.com			
刘傲	南昌徕特科技开发有限公司		0791-88164329 87159151			医疗器械	nclaite@163.com			
刘傲	江西特康科技有限公司		0791-88116638			医疗器械	2810934989@qq.com			
刘傲	南昌华安众辉健康科技有限公司		0791-88117358			医疗器械	service@nchazh.com			
刘傲	江西诺德医疗器械有限公司		027-59721107 	18986161482		医疗器械				
刘傲	南昌市康洁医用卫生用品有限公司		0791-85636923 			医疗器械	zhujha@189.cn			
刘傲	南昌市赣达医疗器械有限公司		0791-88679509			医疗器械	horry@ncganda.com			
刘傲	南昌伟达医疗器械有限公司		0791-85602988  13307005333	13317006577		医疗器械	weida8818weida@sina.com			
刘傲	南昌维薇乳胶制业有限公司		0791-85603333			医疗器械	ncweiwei@hotmail.com			
刘傲	南昌市奥康医疗器械有限公司		0791-85601098 85602216			医疗器械	2856531582@qq.com			
刘傲	南昌市水禾田实业有限公司	邹龙云	400-111-2899 0791-85661111			医疗器械	admin@ncsht.com			
刘傲	南昌市恒硕医疗设备有限公司		0791-85632108 			医疗器械	nchsyl@189.cn			
刘傲	江西华强医疗器械有限公司	王喜仁	0791-85636999 			医疗器械	731057129@qq.com			
刘傲	江西格兰斯医疗器械有限公司		0791-85620885 			医疗器械	wuzhijun712@163.com			
刘傲	南昌市康华卫材有限公司		0791-85621388 			医疗器械	info@jxkh.cn			
刘傲	南昌凯美特医疗器材有限公司		0791-85665789 			医疗器械	rona_zuo@163.com			
刘傲	南昌凯马有限公司		0791-87615235 			医疗器械				
刘傲	南昌市恩惠医用卫生材料有限公司	李凤媛	0791-85638836 	13807069100		医疗器械	enhuiwscl@alibaba.com			
刘傲	南昌市华航医疗器械有限公司		0791-85638898			医疗器械	sxrhsk@163.com			
刘傲	江西江铃汽车集团改装车有限公司		0791-85985198			医疗器械	zhouwei@jmcsv.com			
刘傲	江西省特力麻醉呼吸设备有限公司		0791-88630374 			医疗器械	jiangxiteli@163.com			
刘傲	南昌百特生物高新技术股份有限公司		0791-88168999 			医疗器械	biote@sina.com			
刘傲	江西诗美乐生物科技发展有限公司		0791-88179117			医疗器械	2114969570@qq.com			
刘傲	江西阳明药业有限公司		0791-86527856			医疗器械	1359096290@qq.com			
刘傲	江西三鑫医疗科技股份有限公司	李火生18070087012 苏昱鸿18070087113	0791-85988111			医疗器械				
刘傲	南昌华康医疗科技有限公司		0791-85297391 			医疗器械	nahuakang@163.com			
刘傲	江西精致科技有限公司		0791-86821919 			医疗器械	jxjz8888@163.com			
刘傲	江西三鑫医疗科技股份有限公司		0791-85988111 85981988			医疗器械				
刘傲	江西云鸽橡塑有限公司		0574-27835985 			医疗器械	tank@idealmedical.net			
刘傲	江西康瑞堂药业有限公司	周玉玲	0796-3698888			医疗器械	2880958611@qq.com			
刘傲	江西宜信堂医疗科技有限公司		0795-3568610			医疗器械		1121428175		
刘傲	江西领行药业有限公司		0795-7358398 	13970530278		医疗器械	754300924@qq.com	754300924		
刘傲	江西丽华鑫朗药业科技有限公司	杜经理15879885088 	0795-7191656 			医疗器械	2729306079@qq.com			
刘傲	江西绿源堂药业有限公司		0795-7354326			医疗器械	jxlytyy@163.com			
刘傲	江西省美宝利医用敷料有限公司		0792-4670387			医疗器械	zjm@medwell.net			
刘傲	江西华利医疗器械有限公司		0797-6330677 	15170783311		医疗器械	huali@huali-medical.com			
刘傲	鹰潭荣嘉集团医疗器械实业有限公司		400-0701-999 0701-5881709			医疗器械				
刘傲	江西晶康宇医疗科技有限公司		0797-4232188 4232388			医疗器械	jky@kinkyu.com.cn			
刘傲	江西丰临医用器械有限公司		0794-8422792 0791-88167737-0000			医疗器械	flin100@126.com			
刘傲	江西大福康复医疗器械股份有限公司	朱建华	0794-8733551 8733552 8212233 			医疗器械	jxdafu@sohu.com 			
刘傲	江西晋瑞医疗器械有限公司	刘起洋	0796-8126677 8126622			医疗器械	812430560@qq.com			
刘傲	江西源生狼和医疗器械有限公司		0796-2219910 			医疗器械	jxyslh@126.com			
刘傲	江西狼和医疗器械股份有限公司	陈总	0796-2219910 2578666   	18970041211		医疗器械	jxyslh@126.com			
刘傲	九江吉美医疗器械有限公司		0792-6976383 6893308			医疗器械	13907928133@139.com			
刘傲	九江华达医用材料有限公司		0792-4359888 			医疗器械	jeff@huadamedical.com			
刘傲	江西瀛海医疗器械有限公司		020-38770468 87520279  	13533573076		医疗器械	yinghai@jxyinghai.com			
刘傲	南昌市德美康医疗器械公司		0791-85637737			医疗器械	770556076@qq.com			
刘傲	新余博源生化医用品有限责任公司		0790-6410716   			医疗器械				
刘傲	江西鑫茂生化医用品有限公司	李女士	0790-6276071 6265179  13879072312	15707906311		医疗器械	770349217@qq.com			
刘傲	江西贝诺通医疗器械有限公司	游志成	400-6977-689 0791-85310859	13767463458		医疗器械				
刘傲	南昌永德利医疗器械有限公司	廖荣				医疗器械				
刘傲	南昌市德美康医疗器械有限公司					医疗器械	770556076@qq.com			
刘傲	漳州市粤港义齿有限公司	周培威法人	0596-6650228  13386967996	13960108993		医疗器械				
刘傲	泉州市刺桐冠医疗器械有限公司	谢丁贵	15906002989			医疗器械				
刘傲	蓝佳堂生物医药（福建）有限公司	范勇华	0591-87955423			医疗器械				
刘傲	大博医疗科技股份有限公司	林志雄	400-860-2618 			医疗器械	db@double-engine.com			
刘傲	厦门为正生物科技有限公司		0592-6808278			医疗器械	sales@wizbiotech.com			
刘傲	福建省洪诚生物药业有限公司	蔡元洪	0594-7650953 7652989			医疗器械	hongchengbio@hongchengshengwu.com			
刘傲	厦门市凯讯科技有限公司	陈秉焕	0592-5553541			医疗器械				
刘傲	南平市益美义齿制品有限公司		0599-8730243			医疗器械				
刘傲	福州鑫美源生物医药工程有限公司	许汉珍	0591-83796642			医疗器械	2442879666@qq.com			
刘傲	福州欧美加义齿制作有限公司	林建美	0591-83475030 	15859199626		医疗器械				
刘傲	泉州市盛达医用卫生材料有限公司	陈婉娥	0595-22899219			医疗器械				
刘傲	泰普生物科学（中国）有限公司	姚铭锋	0591-28053600 28053505			医疗器械	hr@tibchina.com			
刘傲	福建网格商用软件股份有限公司	林茶花	13960956458			医疗器械				
刘傲	厦门市仿真美义齿科技有限公司	吴黎明	0592-3202026 	15906005910		医疗器械	plx917@163.com			
刘傲	厦门年达医疗器械有限公司	徐松年	13799776838			医疗器械				
刘傲	安保（厦门）塑胶工业有限公司	Lars Marcher	0592-5676088			医疗器械	lu@ambu.com			
刘傲	石狮市康百丽齿口腔材料有限责任公司	蔡德成	400-677-2003			医疗器械				
刘傲	厦门杰登义齿有限公司	张平	0592-5974595			医疗器械				
刘傲	厦门艾德生物医药科技股份有限公司	Li-mou Zheng	4000-650-680			医疗器械	sales@amoydx.com 			
刘傲	厦门市茂硕义齿有限公司	许克顺	0592-5917379			医疗器械				
刘傲	福建片仔癀医疗器械科技有限公司		0596-2934264			医疗器械	pzh@pzhylqx.com			
刘傲	福州闽冠义齿有限公司	庄贵华	0591-83787551 	18905914996		医疗器械				
刘傲	龙岩市上杭县粤凯医疗器械有限公司	张恩初	0597-3888133			医疗器械				
刘傲	福州维尔德义齿制作有限公司		0591-83890042 83890005			医疗器械		1376653185		
刘傲	瑞声达听力技术（中国）有限公司	ANDERS HEDEGAARD	0592-5607188			医疗器械				
刘傲	厦门致善生物科技股份有限公司	李庆阁	0592-7615088 	13950114984		医疗器械	sales@zsandx.com			
刘傲	福建爱亿家电子有限公司	李耀辉	0593-6796008			医疗器械				
刘傲	福州大学资产经营有限公司	王耀华	0591-83713631-801			医疗器械				
刘傲	福建省民众医疗科技集团有限公司	潘志国18752578888	400-999-1988 			医疗器械				
刘傲	福州野腾精密齿研制作有限公司	黄丽玉		13696897991		医疗器械				
刘傲	福州锐视福达光电科技有限公司	陈晞凯	0591-87806571 87806572			医疗器械	fzfdgd@pub6.fz.fj.cn			
刘傲	武夷山捷安医疗器械制造有限公司	温一辉	0599-5130888			医疗器械				
刘傲	南昌市通达医疗器械有限公司	刘水涛	0791-85602486			医疗器械				
刘傲	福州宽域精密齿研有限公司		0591-83851931			医疗器械				
刘傲	厦门市嘉伟义齿有限公司	钟小瑜（董事长）13959241382 翁总13806035382	0592-5780630			医疗器械	1098276513@qq.com			
刘傲	福州登特尔义齿有限公司		400-969-2915 	15980636711		医疗器械				
刘傲	九江兰奇医疗器械设备厂		0792-8571206			医疗器械				
刘傲	南昌新福实业有限公司					医疗器械				
刘傲	福州市致历宝义齿制作有限公司		0591-83857101			医疗器械				
刘傲	江西鼎顺医疗设备有限公司					医疗器械				
刘傲	江西诺诚电气有限公司					医疗器械				
刘傲	江西诺诚医疗设备有限公司	陈平花	0791-88563811			医疗器械				
刘傲	南昌市朝阳医疗保健用品有限公司		0791-85549866			医疗器械	nccyyl@163.com			
刘傲	江西长青医疗科技有限公司		0791-85636088 85636266			医疗器械	qingdez@163.com			
刘傲	厦门雅萌陶齿材料有限公司	刘敏  				医疗器械				
刘傲	厦门大博颖精医疗器械有限公司		0592-6087601  	18759294716		医疗器械	db@double-engine.com			
刘傲	福建今古通生物科技有限公司	郭小龙	0593-6190999			医疗器械				
刘傲	福州圣仕洁义齿制作有限公司		0591-83450036 	13905908757		医疗器械				
刘傲	厦门宝太生物科技有限公司		0592-6895866 			医疗器械	baotai@biotime.cn    			
刘傲	漳州市佳冠医疗用品有限公司			13860800810		医疗器械				
刘傲	泉州市超维义齿配制有限公司	黄经理		13959914918		医疗器械	service@chaoweiyc.cn			
刘傲	福州新致美精密齿研有限公司	施志良				医疗器械				
刘傲	福安市格新医疗器械有限公司		0593-6579768			医疗器械				
刘傲	泉州鲤城铭冠义齿配制有限公司	翁先生13960328628	4000-909-767			医疗器械				
刘傲	弓立（厦门）医疗用品有限公司		400-694-8828 0592-3197888			医疗器械	info@skypro-med.com			
刘傲	福建中科康钛材料科技有限公司	令先生	0591-88618899	18106067919		医疗器械	Bebe_wei@163.com			
刘傲	福州健立莱医疗器械有限公司		0591-83756365			医疗器械				
刘傲	厦门丽厦医疗科技有限公司	谢正中（总裁）18950100601 揭昌荣（总经理） 13860476790  林清安（销售经理）18106905193	0592-8842666 8675666 			医疗器械		2538937799		
刘傲	漳州立泰医疗康复器材有限公司		0592-6206553			医疗器械				
刘傲	施爱德(厦门)医疗器材有限公司		0592-6880677 2226708			医疗器械				
刘傲	江西圣和实业发展有限公司	欧阳爱华(董事长)	0791-87700287	18970954008		医疗器械				
刘傲	福建克里贝尔生物技术有限公司		0595-23967888-666			医疗器械				
刘傲	安维车件(厦门)有限公司		0592-6517680-808			医疗器械				
刘傲	福建省仁德医械制造有限公司	席志红 徐丹 	0591-87541502 			医疗器械	fjmecc@163.com			
刘傲	国环齿模(厦门)有限公司		0592-6896800			医疗器械	service@ndlxm.com			
刘傲	漳州市一川义齿制作有限公司			13906940784		医疗器械	ZLS1156@163.COM			
刘傲	福建英思派可医疗科技有限公司		0591-88256460			医疗器械				
刘傲	福州鑫远义齿制品有限公司			15359335823		医疗器械				
刘傲	厦门市粤翔医疗器械有限公司		0592-2912488 	13110592138		医疗器械				
刘傲	新余市博源生化医用品有限责任公司	杨冬生	0790-6410716  			医疗器械	xyboyuan@163.com			
刘傲	江西3L医用制品集团股份有限公司		0791-88101088 88104055			医疗器械	service@3L.com.cn			
刘傲	江西岚湖医疗器械有限公司		13607915188			医疗器械				
刘傲	江西勇成医疗科技有限公司		0795-7090095 	18907950274		医疗器械				
刘傲	南昌市恒康医疗器械有限公司		0791-85603018			医疗器械		737337151  593250057		
刘傲	南昌牙翼牙科器材有限公司		0791-87601579			医疗器械				
刘傲	福州宏润医疗科技有限公司		0591-83055850 	15859045074		医疗器械				
刘傲	南昌市凯旋医疗器械有限公司		0791-85602565			医疗器械				
刘傲	江西省华中纺化有限公司	"李春华
李春华18970025648"	0791-85602187			医疗器械	48111590@qq.com	48111590		
刘傲	南昌市卫康医疗器械有限公司	傅晓琴	0791-85606590			医疗器械	356551016@qq.com			
刘傲	南昌普洋科技有限公司		13911177499			医疗器械				
刘傲	江西玖玖生物卫生材料有限公司		0791-88367102  13707087317	13807003380		医疗器械				
刘傲	南昌市东海医疗器材有限公司		0791-85639057			医疗器械				
刘傲	景德镇必富医疗器械有限公司					医疗器械				
刘傲	江西松鹤医疗器械有限公司		0791-85310818			医疗器械				
刘傲	南昌迈柯尔医疗器械有限公司		0791-88127989			医疗器械	info@micare.cn			
刘傲	福建片仔癀诊断技术有限公司		"400-918-0200 0596-2306820   
"			医疗器械	pianzaihuangbio@126.com			
刘傲	南昌泛泰医疗设备有限公司		0791-88488230			医疗器械	421308445@qq.com			
刘傲	南昌市中申医疗器械有限公司	吕先生17770067988 钟女士15679121188		13155753888		医疗器械				
刘傲	扬州市龙虎医疗器械厂		0514-87482812			医疗器械				
刘傲	江西科伦医疗器械制造有限公司			18322938515		医疗器械				
刘傲	福州舒康医疗器械有限公司			13675013978		医疗器械				
刘傲	江西炫尼诗科技有限责任公司			13320198468		医疗器械				
刘傲	江西富尔康实业集团有限公司		0791-85999888			医疗器械				
刘傲	江西易通医疗器械有限公司		0791-83806160-602  	18752032008		医疗器械				
刘傲	宜春市粤新医疗器械有限公司			13807959713		医疗器械				
刘傲	江西信诚医疗科技有限公司		0791-87521963			医疗器械				
刘傲	萨科(厦门)医疗科技有限公司		0592-6803090-703			医疗器械				
刘傲	厦门新声科技有限公司		400-653-5330			医疗器械	newsound@newsound.cn			
刘傲	厦门捷发医疗用品有限公司		0592-7269515			医疗器械	info@gfaproduction.com			
刘傲	江西宝塔医疗器械有限责任公司		0791-85352268			医疗器械				
刘傲	南昌麦迪康医疗器械厂		0791-83717797 	13970865646		医疗器械				
刘傲	南昌益民医用卫生材料公司		0791-85638566			医疗器械				
刘傲	泉州市丰泽成功义齿有限公司		0595-22756788 	15960561686		医疗器械				
刘傲	江西绿尔康医疗器械有限公司	彭佳	13766227441			医疗器械	jxlek03@163.com			
刘傲	南昌市江南诚医疗器械有限公司	桂淑敏 	0791-85639999	18870000068		医疗器械	0791-85638277			
刘傲	江西中通比特医学信息技术有限公司		0791-88180651 			医疗器械				
刘傲	江西维邦医疗器械有限公司		0791-85635626			医疗器械	sale@vebon.cn			
刘傲	南昌宝镭特医用设备科技有限公司		0791-88236068 88221029  	13970839428		医疗器械	brtjxnc@163.com			
刘傲	厦门欧嘉艺齿模科技有限公司		15359335823			医疗器械				
刘傲	福州海象医疗器械有限公司	林强		18906909997		医疗器械				
刘傲	海宁市爱康医用器材有限公司	汪大海	0573-87771500	13506731500		医疗器械	hnancon@hotmail.com			
刘傲	安吉县大川医疗设备厂	韩玉锋13336183610 	0572-5048548			医疗器械				
刘傲	浙江我武生物科技股份有限公司		0572-8831088			医疗器械	 invest#wolwobiotech.com			
刘傲	安吉万德医疗用品有限公司		0572-5528368   	13567973116		医疗器械				
刘傲	浙江东方基因生物制品有限公司		0572-5226111			医疗器械	Sales@orientgene.com			
刘傲	杭州乐仁医疗器械有限公司	徐国火13606631984	0571-82337168			医疗器械	lrylqx@yeah.net			
刘傲	杭州汇大医疗器械有限公司		0571-64281307			医疗器械	hztlhuida@126.com			
刘傲	杭州新亚齿科材料有限公司		0571-58102888			医疗器械	market@shinye-ortho.com(市场部)			
刘傲	杭州晶格科学仪器有限公司		0571-89905515 89922660			医疗器械	xuweiguo2002@163.com			
刘傲	杭州嘉伟生物制品有限公司		0571-89987999			医疗器械	jingjia@jingjiayl.com 			
刘傲	杭州奥索医疗器械有限公司		0571-82300503 82309503			医疗器械	aosu@mail.hz.zj.cn	643659040		
刘傲	杭州瑞晶光学有限公司		0571-88077378			医疗器械	hzrj_2009@163.com			
刘傲	杭州健宝医疗器械有限公司		0571-88143396 88146606 85779212			医疗器械	hzjump@163.com			
刘傲	杭州华亮壹点零实业有限公司	王连道	0571-88824361			医疗器械				
刘傲	杭州萧山奥得舒医疗器械有限公司		0571-82466958 82466968 82467688(销售部)			医疗器械	web@aodeshu.com			
刘傲	杭州风华医疗器械有限公司	钱彩霞 俞凤琴	0571-86094962 85049865  15858236530 15858236790			医疗器械	fenghuahz@126.com			
刘傲	余姚市瑞鑫医疗器械有限公司		0574-62812371			医疗器械	sales@ruixinmedical.com			
刘傲	杭州惠耳听力技术设备有限公司		400-8899-485 0571-87297230 87040060			医疗器械				
刘傲	杭州坦帕医疗科技有限公司		0571-88085616			医疗器械				
刘傲	杭州奥星医疗器械有限公司		0571-88777993 	13957145370		医疗器械				
刘傲	浙江康德莱医疗器械股份有限公司		0577-86862296 86862297 			医疗器械	cnkdl@wz.zj.cn 			
刘傲	宁波市科技园区明天医网科技有限公司		0574-87776762 0571-81951117			医疗器械	services@tomtaw.com.cn			
刘傲	杭州西湖生物材料有限公司		0571-88094604			医疗器械	xihubiom@zj.com			
刘傲	浙江伊利康生物技术有限公司		800-8577-157 0577-86525830 85850098 85850077			医疗器械				
刘傲	浙江凯德医疗器械有限公司		0579-87707499 87707205			医疗器械	getidy@getidy.com			
刘傲	杭州浙大迪迅生物基因工程有限公司		0571-87968248 87985941 87960247			医疗器械				
刘傲	温州市维日康生物科技有限公司		800-8577-189 0577-86581111 86585666			医疗器械	weierkan@sohu.com			
刘傲	宁波和平注射器厂		0574-86580025 	13967887651		医疗器械				
刘傲	宁波瑞源生物科技有限公司		0574-27717666 27717657			医疗器械	 reebio_scb@163.com			
刘傲	杭州利华科技有限公司	李新樟13958010809	0571-86521506 81602468 86504852			医疗器械	1968980621			
刘傲	浙江百特医疗用品有限公司	"
刘小华"	"0571-88959390 88945820
057188950381
0571-88959706"	13666681494		医疗器械	zjbtmed@126.com			
刘傲	杭州维科软件工程有限责任公司		0571-28987750 28987760			医疗器械				
刘傲	杭州忠诚医疗用品有限公司	陈富（董事长）	0571-86042912 	13819146259		医疗器械				
刘傲	美利泰格诊断试剂（嘉兴）有限公司		0573-88111055			医疗器械	zhangqingmei@ameritek.com.cn			
刘傲	宁波舜宇仪器有限公司		0574-62534513 62530070 62530898			医疗器械	sales@sunnyoptical.com			
刘傲	浙江夸克生物科技有限公司	商纯尔	0575-86296132 86298132 			医疗器械	office@zjkuake.com 			
刘傲	金华市强盛生物科技有限公司		0579-82292889 82293089			医疗器械	qssw@kingsbio.cn			
刘傲	浙江强盛医用工程有限公司		0574-88917308			医疗器械	zjqswsl@163.com			
刘傲	嵊泗泽成医用有限公司		0580-5050168			医疗器械				
刘傲	宁波华成药棉有限公司		0574-88489102			医疗器械				
刘傲	杭州微生物试剂有限公司		0571-87962976			医疗器械		4009962181		
刘傲	杭州三源医疗设备有限公司		0571-86786578 			医疗器械				
刘傲	杭州华泰医疗科技有限公司			18969389151		医疗器械				
刘傲	杭州欧亚流体技术开发有限公司		0571-88234500			医疗器械				
刘傲	温州市康聚医疗仪表有限公司		0577-86068831			医疗器械	wzkangju@yahoo.com.cn			
刘傲	金华市创新医疗器械科技有限公司	徐含寒		13819978844		医疗器械				
刘傲	杭州亚宏医疗器材有限公司		0571-88756072 88752345			医疗器械	zwj588@yahong-ortho.com			
刘傲	杭州艾力康医药科技有限公司		0571-63819029			医疗器械	alicon2005@163.com			
刘傲	宁波骏马医用器械厂	马建民	0574-83017305 	15057472580		医疗器械				
刘傲	杭州星辰三比齿科器材有限公司		0571-88173896			医疗器械	 3bortho@hz3b.com			
刘傲	浙江格林蓝德信息技术有限公司		0571-87965169			医疗器械				
刘傲	杭州能可爱心医疗科技有限公司		0571-86872120			医疗器械				
刘傲	杭州万东电子有限公司		0571-85198609			医疗器械	 admin@x-tube.com			
刘傲	杭州海利赢医疗技术有限公司	俞海	0571-87034049			医疗器械				
刘傲	宁波奥力医疗仪器有限公司		0574-83888526			医疗器械	hr_aoli@nbelec.com			
刘傲	宁波信远齿科器械有限公司	屈小姐	0574-87620571			医疗器械	sa1622@sinyuan.com	2396910850		
刘傲	温州市实福医保器械有限公司	卢周	0577-65668228 	13958800515		医疗器械				
